Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Marble Kaolinite
appliedenergistics2:facade:0, Cable Facade - Granite Gypsum
appliedenergistics2:facade:0, Cable Facade - Diorite Gypsum
appliedenergistics2:facade:0, Cable Facade - Gabbro Gypsum
appliedenergistics2:facade:0, Cable Facade - Shale Gypsum
appliedenergistics2:facade:0, Cable Facade - Claystone Gypsum
appliedenergistics2:facade:0, Cable Facade - Rocksalt Gypsum
appliedenergistics2:facade:0, Cable Facade - Limestone Gypsum
appliedenergistics2:facade:0, Cable Facade - Conglomerate Gypsum
appliedenergistics2:facade:0, Cable Facade - Dolomite Gypsum
appliedenergistics2:facade:0, Cable Facade - Chert Gypsum
appliedenergistics2:facade:0, Cable Facade - Chalk Gypsum
appliedenergistics2:facade:0, Cable Facade - Rhyolite Gypsum
appliedenergistics2:facade:0, Cable Facade - Basalt Gypsum
appliedenergistics2:facade:0, Cable Facade - Andesite Gypsum
appliedenergistics2:facade:0, Cable Facade - Dacite Gypsum
appliedenergistics2:facade:0, Cable Facade - Quartzite Gypsum
appliedenergistics2:facade:0, Cable Facade - Slate Gypsum
appliedenergistics2:facade:0, Cable Facade - Phyllite Gypsum
appliedenergistics2:facade:0, Cable Facade - Schist Gypsum
appliedenergistics2:facade:0, Cable Facade - Gneiss Gypsum
appliedenergistics2:facade:0, Cable Facade - Marble Gypsum
appliedenergistics2:facade:0, Cable Facade - Granite Satinspar
appliedenergistics2:facade:0, Cable Facade - Diorite Satinspar
appliedenergistics2:facade:0, Cable Facade - Gabbro Satinspar
appliedenergistics2:facade:0, Cable Facade - Shale Satinspar
appliedenergistics2:facade:0, Cable Facade - Claystone Satinspar
appliedenergistics2:facade:0, Cable Facade - Rocksalt Satinspar
appliedenergistics2:facade:0, Cable Facade - Limestone Satinspar
appliedenergistics2:facade:0, Cable Facade - Conglomerate Satinspar
appliedenergistics2:facade:0, Cable Facade - Dolomite Satinspar
appliedenergistics2:facade:0, Cable Facade - Chert Satinspar
appliedenergistics2:facade:0, Cable Facade - Chalk Satinspar
appliedenergistics2:facade:0, Cable Facade - Rhyolite Satinspar
appliedenergistics2:facade:0, Cable Facade - Basalt Satinspar
appliedenergistics2:facade:0, Cable Facade - Andesite Satinspar
appliedenergistics2:facade:0, Cable Facade - Dacite Satinspar
appliedenergistics2:facade:0, Cable Facade - Quartzite Satinspar
appliedenergistics2:facade:0, Cable Facade - Slate Satinspar
appliedenergistics2:facade:0, Cable Facade - Phyllite Satinspar
appliedenergistics2:facade:0, Cable Facade - Schist Satinspar
appliedenergistics2:facade:0, Cable Facade - Gneiss Satinspar
appliedenergistics2:facade:0, Cable Facade - Marble Satinspar
appliedenergistics2:facade:0, Cable Facade - Granite Selenite
appliedenergistics2:facade:0, Cable Facade - Diorite Selenite
appliedenergistics2:facade:0, Cable Facade - Gabbro Selenite
appliedenergistics2:facade:0, Cable Facade - Shale Selenite
appliedenergistics2:facade:0, Cable Facade - Claystone Selenite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Selenite
appliedenergistics2:facade:0, Cable Facade - Limestone Selenite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Selenite
appliedenergistics2:facade:0, Cable Facade - Dolomite Selenite
appliedenergistics2:facade:0, Cable Facade - Chert Selenite
appliedenergistics2:facade:0, Cable Facade - Chalk Selenite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Selenite
appliedenergistics2:facade:0, Cable Facade - Basalt Selenite
appliedenergistics2:facade:0, Cable Facade - Andesite Selenite
appliedenergistics2:facade:0, Cable Facade - Dacite Selenite
appliedenergistics2:facade:0, Cable Facade - Quartzite Selenite
appliedenergistics2:facade:0, Cable Facade - Slate Selenite
appliedenergistics2:facade:0, Cable Facade - Phyllite Selenite
appliedenergistics2:facade:0, Cable Facade - Schist Selenite
appliedenergistics2:facade:0, Cable Facade - Gneiss Selenite
appliedenergistics2:facade:0, Cable Facade - Marble Selenite
appliedenergistics2:facade:0, Cable Facade - Granite Graphite
appliedenergistics2:facade:0, Cable Facade - Diorite Graphite
appliedenergistics2:facade:0, Cable Facade - Gabbro Graphite
appliedenergistics2:facade:0, Cable Facade - Shale Graphite
appliedenergistics2:facade:0, Cable Facade - Claystone Graphite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Graphite
appliedenergistics2:facade:0, Cable Facade - Limestone Graphite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Graphite
appliedenergistics2:facade:0, Cable Facade - Dolomite Graphite
appliedenergistics2:facade:0, Cable Facade - Chert Graphite
appliedenergistics2:facade:0, Cable Facade - Chalk Graphite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Graphite
appliedenergistics2:facade:0, Cable Facade - Basalt Graphite
appliedenergistics2:facade:0, Cable Facade - Andesite Graphite
appliedenergistics2:facade:0, Cable Facade - Dacite Graphite
appliedenergistics2:facade:0, Cable Facade - Quartzite Graphite
appliedenergistics2:facade:0, Cable Facade - Slate Graphite
appliedenergistics2:facade:0, Cable Facade - Phyllite Graphite
appliedenergistics2:facade:0, Cable Facade - Schist Graphite
appliedenergistics2:facade:0, Cable Facade - Gneiss Graphite
appliedenergistics2:facade:0, Cable Facade - Marble Graphite
appliedenergistics2:facade:0, Cable Facade - Granite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Diorite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Gabbro Kimberlite
appliedenergistics2:facade:0, Cable Facade - Shale Kimberlite
appliedenergistics2:facade:0, Cable Facade - Claystone Kimberlite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Kimberlite
appliedenergistics2:facade:0, Cable Facade - Limestone Kimberlite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Kimberlite
appliedenergistics2:facade:0, Cable Facade - Dolomite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Chert Kimberlite
appliedenergistics2:facade:0, Cable Facade - Chalk Kimberlite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Basalt Kimberlite
appliedenergistics2:facade:0, Cable Facade - Andesite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Dacite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Quartzite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Slate Kimberlite
appliedenergistics2:facade:0, Cable Facade - Phyllite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Schist Kimberlite
appliedenergistics2:facade:0, Cable Facade - Gneiss Kimberlite
appliedenergistics2:facade:0, Cable Facade - Marble Kimberlite
appliedenergistics2:facade:0, Cable Facade - Granite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Diorite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Gabbro Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Shale Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Claystone Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Rocksalt Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Limestone Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Conglomerate Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Dolomite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Chert Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Chalk Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Rhyolite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Basalt Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Andesite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Dacite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Quartzite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Slate Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Phyllite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Schist Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Gneiss Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Marble Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Granite Sulfur
appliedenergistics2:facade:0, Cable Facade - Diorite Sulfur
appliedenergistics2:facade:0, Cable Facade - Gabbro Sulfur
appliedenergistics2:facade:0, Cable Facade - Shale Sulfur
appliedenergistics2:facade:0, Cable Facade - Claystone Sulfur
appliedenergistics2:facade:0, Cable Facade - Rocksalt Sulfur
appliedenergistics2:facade:0, Cable Facade - Limestone Sulfur
appliedenergistics2:facade:0, Cable Facade - Conglomerate Sulfur
appliedenergistics2:facade:0, Cable Facade - Dolomite Sulfur
appliedenergistics2:facade:0, Cable Facade - Chert Sulfur
appliedenergistics2:facade:0, Cable Facade - Chalk Sulfur
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sulfur
appliedenergistics2:facade:0, Cable Facade - Basalt Sulfur
appliedenergistics2:facade:0, Cable Facade - Andesite Sulfur
appliedenergistics2:facade:0, Cable Facade - Dacite Sulfur
appliedenergistics2:facade:0, Cable Facade - Quartzite Sulfur
appliedenergistics2:facade:0, Cable Facade - Slate Sulfur
appliedenergistics2:facade:0, Cable Facade - Phyllite Sulfur
appliedenergistics2:facade:0, Cable Facade - Schist Sulfur
appliedenergistics2:facade:0, Cable Facade - Gneiss Sulfur
appliedenergistics2:facade:0, Cable Facade - Marble Sulfur
appliedenergistics2:facade:0, Cable Facade - Granite Jet
appliedenergistics2:facade:0, Cable Facade - Diorite Jet
appliedenergistics2:facade:0, Cable Facade - Gabbro Jet
appliedenergistics2:facade:0, Cable Facade - Shale Jet
appliedenergistics2:facade:0, Cable Facade - Claystone Jet
appliedenergistics2:facade:0, Cable Facade - Rocksalt Jet
appliedenergistics2:facade:0, Cable Facade - Limestone Jet
appliedenergistics2:facade:0, Cable Facade - Conglomerate Jet
appliedenergistics2:facade:0, Cable Facade - Dolomite Jet
appliedenergistics2:facade:0, Cable Facade - Chert Jet
appliedenergistics2:facade:0, Cable Facade - Chalk Jet
appliedenergistics2:facade:0, Cable Facade - Rhyolite Jet
appliedenergistics2:facade:0, Cable Facade - Basalt Jet
appliedenergistics2:facade:0, Cable Facade - Andesite Jet
appliedenergistics2:facade:0, Cable Facade - Dacite Jet
appliedenergistics2:facade:0, Cable Facade - Quartzite Jet
appliedenergistics2:facade:0, Cable Facade - Slate Jet
appliedenergistics2:facade:0, Cable Facade - Phyllite Jet
appliedenergistics2:facade:0, Cable Facade - Schist Jet
appliedenergistics2:facade:0, Cable Facade - Gneiss Jet
appliedenergistics2:facade:0, Cable Facade - Marble Jet
appliedenergistics2:facade:0, Cable Facade - Granite Microcline
appliedenergistics2:facade:0, Cable Facade - Diorite Microcline
appliedenergistics2:facade:0, Cable Facade - Gabbro Microcline
appliedenergistics2:facade:0, Cable Facade - Shale Microcline
appliedenergistics2:facade:0, Cable Facade - Claystone Microcline
appliedenergistics2:facade:0, Cable Facade - Rocksalt Microcline
appliedenergistics2:facade:0, Cable Facade - Limestone Microcline
appliedenergistics2:facade:0, Cable Facade - Conglomerate Microcline
appliedenergistics2:facade:0, Cable Facade - Dolomite Microcline
appliedenergistics2:facade:0, Cable Facade - Chert Microcline
appliedenergistics2:facade:0, Cable Facade - Chalk Microcline
appliedenergistics2:facade:0, Cable Facade - Rhyolite Microcline
appliedenergistics2:facade:0, Cable Facade - Basalt Microcline
appliedenergistics2:facade:0, Cable Facade - Andesite Microcline
appliedenergistics2:facade:0, Cable Facade - Dacite Microcline
appliedenergistics2:facade:0, Cable Facade - Quartzite Microcline
appliedenergistics2:facade:0, Cable Facade - Slate Microcline
appliedenergistics2:facade:0, Cable Facade - Phyllite Microcline
appliedenergistics2:facade:0, Cable Facade - Schist Microcline
appliedenergistics2:facade:0, Cable Facade - Gneiss Microcline
appliedenergistics2:facade:0, Cable Facade - Marble Microcline
appliedenergistics2:facade:0, Cable Facade - Granite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Diorite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Gabbro Pitchblende
appliedenergistics2:facade:0, Cable Facade - Shale Pitchblende
appliedenergistics2:facade:0, Cable Facade - Claystone Pitchblende
appliedenergistics2:facade:0, Cable Facade - Rocksalt Pitchblende
appliedenergistics2:facade:0, Cable Facade - Limestone Pitchblende
appliedenergistics2:facade:0, Cable Facade - Conglomerate Pitchblende
appliedenergistics2:facade:0, Cable Facade - Dolomite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Chert Pitchblende
appliedenergistics2:facade:0, Cable Facade - Chalk Pitchblende
appliedenergistics2:facade:0, Cable Facade - Rhyolite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Basalt Pitchblende
appliedenergistics2:facade:0, Cable Facade - Andesite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Dacite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Quartzite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Slate Pitchblende
appliedenergistics2:facade:0, Cable Facade - Phyllite Pitchblende
appliedenergistics2:facade:0, Cable Facade - Schist Pitchblende
appliedenergistics2:facade:0, Cable Facade - Gneiss Pitchblende
appliedenergistics2:facade:0, Cable Facade - Marble Pitchblende
appliedenergistics2:facade:0, Cable Facade - Granite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Diorite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Gabbro Cinnabar
appliedenergistics2:facade:0, Cable Facade - Shale Cinnabar
appliedenergistics2:facade:0, Cable Facade - Claystone Cinnabar
appliedenergistics2:facade:0, Cable Facade - Rocksalt Cinnabar
appliedenergistics2:facade:0, Cable Facade - Limestone Cinnabar
appliedenergistics2:facade:0, Cable Facade - Conglomerate Cinnabar
appliedenergistics2:facade:0, Cable Facade - Dolomite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Chert Cinnabar
appliedenergistics2:facade:0, Cable Facade - Chalk Cinnabar
appliedenergistics2:facade:0, Cable Facade - Rhyolite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Basalt Cinnabar
appliedenergistics2:facade:0, Cable Facade - Andesite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Dacite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Quartzite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Slate Cinnabar
appliedenergistics2:facade:0, Cable Facade - Phyllite Cinnabar
appliedenergistics2:facade:0, Cable Facade - Schist Cinnabar
appliedenergistics2:facade:0, Cable Facade - Gneiss Cinnabar
appliedenergistics2:facade:0, Cable Facade - Marble Cinnabar
appliedenergistics2:facade:0, Cable Facade - Granite Cryolite
appliedenergistics2:facade:0, Cable Facade - Diorite Cryolite
appliedenergistics2:facade:0, Cable Facade - Gabbro Cryolite
appliedenergistics2:facade:0, Cable Facade - Shale Cryolite
appliedenergistics2:facade:0, Cable Facade - Claystone Cryolite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Cryolite
appliedenergistics2:facade:0, Cable Facade - Limestone Cryolite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Cryolite
appliedenergistics2:facade:0, Cable Facade - Dolomite Cryolite
appliedenergistics2:facade:0, Cable Facade - Chert Cryolite
appliedenergistics2:facade:0, Cable Facade - Chalk Cryolite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Cryolite
appliedenergistics2:facade:0, Cable Facade - Basalt Cryolite
appliedenergistics2:facade:0, Cable Facade - Andesite Cryolite
appliedenergistics2:facade:0, Cable Facade - Dacite Cryolite
appliedenergistics2:facade:0, Cable Facade - Quartzite Cryolite
appliedenergistics2:facade:0, Cable Facade - Slate Cryolite
appliedenergistics2:facade:0, Cable Facade - Phyllite Cryolite
appliedenergistics2:facade:0, Cable Facade - Schist Cryolite
appliedenergistics2:facade:0, Cable Facade - Gneiss Cryolite
appliedenergistics2:facade:0, Cable Facade - Marble Cryolite
appliedenergistics2:facade:0, Cable Facade - Granite Saltpeter
appliedenergistics2:facade:0, Cable Facade - Diorite Saltpeter
appliedenergistics2:facade:0, Cable Facade - Gabbro Saltpeter
appliedenergistics2:facade:0, Cable Facade - Shale Saltpeter
appliedenergistics2:facade:0, Cable Facade - Claystone Saltpeter
appliedenergistics2:facade:0, Cable Facade - Rocksalt Saltpeter
appliedenergistics2:facade:0, Cable Facade - Limestone Saltpeter
appliedenergistics2:facade:0, Cable Facade - Conglomerate Saltpeter
appliedenergistics2:facade:0, Cable Facade - Dolomite Saltpeter
appliedenergistics2:facade:0, Cable Facade - Chert Saltpeter
appliedenergistics2:facade:0, Cable Facade - Chalk Saltpeter
appliedenergistics2:facade:0, Cable Facade - Rhyolite Saltpeter
appliedenergistics2:facade:0, Cable Facade - Basalt Saltpeter
